meal_description,carb,protein,fat,energy
"As an afternoon snack, I had 30g of mixed nuts and 1 medium orange (131g)",18.43,7.89,16.13,254.83
"For dinner, I prepared 180g of baked cod with 150g of sweet potato and 100g of steamed broccoli",41.7,39.9,2.7,353.9
"Before bed, I sipped on a cup of chamomile tea (250ml) with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a small (150ml) green smoothie with spinach, banana, and apple",20.0,1.5,0.5,90.5
"Lunch consisted of a veggie wrap with a large (50g) whole wheat tortilla, 100g of hummus, and 100g of mixed vegetables",40.5,13.5,16.5,362.5
"I treated myself to a small (85g) serving of frozen yogurt after dinner",18.7,3.4,2.6,111.35
"My pre-workout fuel was a slice of whole grain toast (32g) with 1/2 medium banana (59g)",26.87,3.92,1.48,137.48
"Post-exercise, I had 200g of low-fat Greek yogurt with 1 tbsp (12g) of granola",14.71,23.42,5.77,203.57
"Breakfast was 2 large eggs (100g) with 1 slice (30g) of whole grain toast and 1 tsp (5g) of butter",15.69,15.7,13.31,245.31
"Dinner included 150g of grilled shrimp with 200g of zucchini noodles and 2 tbsp (30ml) of pesto sauce",8.1,33.9,18.5,333.9
"For a light snack, I had 1 medium-sized pear (178g) with 1 oz (28g) of goat cheese",27.64,7.34,6.14,193.18
"Lunch was a quinoa bowl with 100g of cooked quinoa, 100g of chickpeas, and 50g of roasted vegetables",54.5,17.5,6.5,346.5
"My evening treat was a small glass (150ml) of white wine with 1 oz (28g) of aged cheddar cheese",4.9,7.83,10.05,144.49
"For breakfast, I had a veggie omelet made with 2 whole eggs (100g), 50g of spinach, and 30g of feta cheese",2.69,17.7,19.31,255.31
"My lunch consisted of a tuna salad made with 100g of canned tuna in water, 1 tbsp (15g) of light mayonnaise, and 1 medium celery stalk (40g)",1.9,26.8,5.75,166.55
"As an afternoon pick-me-up, I had a medium cappuccino (240ml) made with whole milk",9.6,8.0,7.2,135.6
"For dinner, I savored 150g of grilled chicken breast with 100g of quinoa and 100g of roasted bell peppers",39.7,44.9,7.7,407.9
"Before bed, I enjoyed a small handful (28g) of walnuts",3.9,4.3,18.5,196.5
"My breakfast consisted of a bowl of 40g bran flakes with 200ml of semi-skimmed milk and 1 small banana (101g)",45.91,10.8,3.7,260.34
"For lunch, I had a Mediterranean-style salad with 50g of mixed greens, 50g of cherry tomatoes, 30g of olives, and 50g of feta cheese",6.55,9.7,17.8,224.2
"My afternoon snack was 1 medium apple (182g) with 1 tbsp (16g) of almond butter",27.64,4.34,8.14,201.18
"Dinner was 150g of grilled tofu with 150g of brown rice and 100g of steamed edamame",64.1,28.1,13.5,489.9
"As a late-night snack, I had 1 cup (245g) of low-fat cottage cheese with 1 tbsp (15ml) of honey",14.9,28.5,2.5,196.5
"For breakfast, I enjoyed 2 slices (60g) of rye bread with 1/2 medium avocado (68g) and 2 slices (56g) of tomato",35.4,6.2,11.9,269.5
"My lunch was a chicken and avocado wrap with a large (50g) whole wheat tortilla, 100g of grilled chicken, and 1/4 medium avocado (34g)",30.5,31.5,14.5,376.5
"As a mid-afternoon snack, I had 150g of Greek yogurt with 1 tbsp (15g) of chia seeds and 50g of blueberries",15.75,19.95,10.75,241.55
"For dinner, I prepared 180g of baked tilapia with 150g of roasted sweet potato and 100g of grilled asparagus",41.7,39.9,4.7,371.9
"Before bed, I had a small (200ml) glass of warm almond milk with 1 tsp (2g) of cinnamon",2.4,1.0,2.5,35.1
"My mid-morning boost was a homemade energy ball (30g) made with dates, nuts, and cocoa powder",15.0,3.0,7.0,135.0
"Lunch consisted of a lentil soup (300ml) with 1 slice (30g) of whole grain bread",36.5,13.5,3.5,233.5
"I treated myself to a small (50g) serving of dark chocolate-covered almonds after dinner",17.0,6.5,21.0,280.0
"My pre-workout fuel was a banana (118g) with 1 tbsp (20g) of peanut butter",27.31,5.35,8.3,204.9
"Post-exercise, I had a protein shake made with 30g of pea protein powder and 250ml of oat milk",11.75,24.25,7.75,213.75
"Breakfast was 1 cup (245g) of low-fat Greek yogurt with 1/4 cup (30g) of granola and 100g of mixed berries",30.7,24.42,8.77,298.57
"Dinner included 150g of grilled lean pork tenderloin with 200g of roasted Brussels sprouts and 100g of quinoa",39.1,44.9,11.7,441.9
"For a light snack, I had 1 medium-sized peach (150g) with 1 oz (28g) of unsalted almonds",21.64,7.89,16.13,264.83
"Lunch was a vegetarian burrito bowl with 100g of brown rice, 100g of black beans, 50g of corn, and 1/4 medium avocado (34g)",69.5,15.5,9.5,425.5
"My evening treat was a small (125ml) glass of kombucha with 1 oz (28g) of aged gouda cheese",4.9,7.83,8.05,124.49
"For breakfast, I had 2 slices (60g) of whole grain toast with 2 tbsp (32g) of avocado spread and 2 poached eggs (100g)",30.69,21.7,17.31,363.31
"My lunch consisted of a grilled vegetable panini with 2 slices (60g) of ciabatta bread, 100g of grilled vegetables, and 30g of mozzarella cheese",45.9,15.7,11.5,349.9
"As an afternoon pick-me-up, I had a matcha latte made with 200ml of oat milk and 1 tsp (2g) of matcha powder",11.2,3.0,3.5,88.3
"For dinner, I savored 150g of grilled sea bass with 100g of wild rice and 100g of sautéed spinach",44.7,39.9,9.7,427.9
"Before bed, I enjoyed a small handful (28g) of pumpkin seeds",3.8,7.0,14.0,163.0
"My breakfast was a smoothie bowl made with 200ml of coconut milk, 1 frozen banana (118g), and 1 scoop (30g) of vanilla protein powder, topped with 1 tbsp (10g) of coconut flakes",39.31,26.35,13.3,382.34
"For lunch, I had a Cobb salad with 50g of mixed greens, 50g of grilled chicken, 1 hard-boiled egg (50g), 30g of blue cheese, and 2 tbsp (30ml) of ranch dressing",3.5,29.5,29.5,399.5
"My afternoon snack was 1 medium pear (178g) with 1 oz (28g) of Brie cheese",27.64,6.34,9.14,217.18
"Dinner was 150g of grilled lamb chops with 150g of couscous and 100g of grilled eggplant",39.7,39.9,23.7,537.9
"As a late-night snack, I had 1 cup (245g) of sugar-free gelatin with 2 tbsp (30g) of whipped cream",1.9,6.5,3.0,61.6
"For breakfast, I enjoyed a bowl of 40g of muesli with 200ml of soy milk and 1 small sliced kiwi (69g)",36.91,11.8,8.7,272.34
"My lunch was a turkey and avocado sandwich with 2 slices (60g) of sourdough bread, 100g of sliced turkey breast, and 1/4 medium avocado (34g)",35.9,31.5,9.5,354.9
"As a mid-afternoon snack, I had 150g of sliced bell peppers with 2 tbsp (30g) of guacamole",8.45,2.45,4.5,82.1
"For dinner, I prepared 180g of grilled sirloin steak with 150g of mashed cauliflower and 100g of roasted carrots",11.7,44.9,19.7,407.9
"Before bed, I had a small (200ml) cup of chamomile tea with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a homemade trail mix (30g) with nuts, seeds, and dried fruit",15.0,5.0,10.0,170.0
"Lunch consisted of a vegetable stir-fry with 150g of mixed vegetables, 100g of tofu, and 100g of brown rice",54.5,17.5,9.5,373.5
"I treated myself to a small (50g) serving of salted caramel ice cream after dinner",15.0,2.0,7.0,130.0
"My pre-workout fuel was 1 slice (30g) of whole grain bread with 1 tbsp (20g) of almond butter",15.37,5.92,8.48,161.48
"Post-exercise, I had a protein shake made with 30g of hemp protein powder and 250ml of cashew milk",5.75,22.25,9.75,199.75
"Breakfast was 2 whole grain waffles (60g) with 1 tbsp (20g) of maple syrup and 100g of strawberries",45.7,5.7,3.7,239.9
"Dinner included 150g of grilled salmon with 200g of roasted sweet potato and 100g of steamed green beans",41.7,39.9,16.7,479.9
"For a light snack, I had 1 medium-sized apple (182g) with 1 oz (28g) of sharp cheddar cheese",25.64,7.83,10.05,224.49
"For my midday meal, I had a delightful 84g serving of cooked artichokes, boiled and sprinkled with salt.",9.5676,2.4276,0.2856,42.84
"For a quick snack, I had 45g of wheat crackers paired with 80g of dry mix buttermilk biscuits.",82.283,10.423,19.187,540.85
"For my snack, I indulged in 132g of delicious chocolate ice cream.",37.224,5.016,14.52,285.12
"At dinner, I served myself 46.25g of white rice, specifically long-grain, parboiled, and enriched.",37.41163,3.47338,0.47638,172.975
"I savored 15g of mustard during dinner, which added a nice kick to my plate.",0.795,0.6375,0.507,10.35
"I opted for a simple snack of 122.5g of skim milk, which is fortified with essential vitamins.",6.1495,4.37325,0.30625,45.325
"I savored 226g of raw beef during dinner, sourced from Australia and grass-fed, featuring a delicious layer of external fat.",0.8814,25.5832,116.0736,1150.34
"I enjoyed a hearty 417g serving of thin crust cheese pizza for dinner this evening.",120.096,49.6647,46.1619,1096.71
"At lunch, I indulged in 52.5g of beans made from dried legumes, with no fat added.",13.356,4.683,0.3255,72.975
"At dinner, I savored 15.81g of vegetable soup, which I made using a convenient dry mix.",0.74635,0.11385,0.34471,6.325
"For lunch, I combined 73g of fried meat substitute with 96g of raw lentils, creating a nutritious and filling plate.",105.5285,32.9888,6.2955,599.99
"I enjoyed a small portion of 21g Edam cheese for my snack.",0.4662,5.2374,5.7624,74.76
"My snack consisted of 260g of raw light meat chicken intended for stewing, lightly dressed with 10.5g of sunflower oil.",0.0,60.06,21.446,449.02
"I enjoyed a refreshing 16g piece of chewing gum for my snack today.",15.472,0.0,0.048,57.6
"I treated myself to 28.35g of rice bran bread for a light snack.",12.33225,2.52315,1.3041,68.8905
"I enjoyed a comforting 250g serving of mashed potatoes made from fresh ingredients and milk for dinner.",44.0,5.375,10.175,285.0
"For my snack, I had 12.5g of white granulated sugar.",12.45,0.0,0.04,50.125
"Tonight's dinner featured 34.5g of vibrant green kiwifruit and 28.35g of flavorful hard parmesan cheese.",5.97057,10.52843,7.2669,132.177
"My dinner featured a hearty serving of 100g blood sausage.",1.29,14.6,34.5,379.0
"I had a 100g serving of Aloo Paratha for breakfast.",40.0,5.0,10.0,230.0
"For lunch, I enjoyed a 100g portion of Alphabet Soup.",6.0,1.0,0.0,30.0
"My mid-morning snack was a 100g slice of Avocado Toast.",30.0,6.0,12.0,250.0
"I had a protein-rich breakfast of 100g Bacon and Eggs.",1.0,20.0,20.0,251.0
"For dinner, I enjoyed a 100g Bean Burrito.",40.0,8.0,5.0,221.0
"I had a comforting 100g bowl of Beef Noodle Soup for lunch.",10.0,5.0,2.0,70.0
"My dinner consisted of a flavorful 100g serving of Biryani.",20.0,4.0,3.0,108.0
"For lunch, I had a hearty 100g portion of Black Bean Soup.",20.0,7.0,2.0,103.0
"I started my day with a 100g Boiled Egg.",1.0,13.0,10.0,137.0
"For dinner, I enjoyed a creamy 100g serving of Broccoli Cheese Soup.",8.0,3.0,5.0,69.0
"My lunch was a satisfying 100g Burrito.",40.0,10.0,10.0,239.0
"I indulged in a rich 100g portion of Butter Chicken for dinner.",10.0,10.0,15.0,168.0
"For a light lunch, I had a 100g serving of Cabbage Soup.",8.0,2.0,1.0,36.0
"My dinner was a healthy 100g Caesar Salad with Grilled Chicken.",10.0,20.0,10.0,124.0
"I enjoyed a protein-packed 100g serving of Chana Daal for lunch.",60.0,20.0,5.0,380.0
"For dinner, I had a flavorful 100g portion of Chicken Biryani.",30.0,20.0,10.0,253.0
"My lunch was a refreshing 100g Chicken Caesar Salad.",10.0,20.0,15.0,184.0
"I enjoyed a 100g serving of Chicken Chow Mein for dinner.",40.0,15.0,10.0,179.0
"For lunch, I had a warming 100g portion of Chicken Curry.",10.0,15.0,5.0,92.0
"My dinner consisted of a satisfying 100g serving of Chicken Fried Rice.",40.0,10.0,10.0,173.0
"I had a comforting 100g bowl of Chicken Noodle Soup for lunch.",10.0,10.0,5.0,114.0
"For dinner, I enjoyed a hearty 100g serving of Chili con Carne.",20.0,10.0,5.0,100.0
"My lunch was a crispy 100g Chimichanga.",40.0,10.0,15.0,246.0
"I had a refreshing 100g Cobb Salad for dinner.",10.0,10.0,5.0,92.0
"For a snack, I enjoyed a 100g Corn Tamale.",30.0,5.0,5.0,186.0
"My lunch was a creamy 100g serving of Cream of Broccoli Soup.",8.0,3.0,5.0,69.0
"I had a nutritious 100g portion of Dal for dinner.",20.0,9.0,1.0,131.0
"For lunch, I enjoyed a variety of 100g Dim Sum.",20.0,5.0,2.0,41.0
"My breakfast was a crispy 100g plain Dosa.",30.0,5.0,10.0,210.0
"For dinner, I had a flavorful 100g serving of Egg Fried Rice.",40.0,8.0,10.0,207.0
"I started my day with a protein-rich 100g Egg Omelette.",2.0,10.0,10.0,154.0
"My lunch was a savory 100g Empanada.",40.0,10.0,15.0,335.0
"For dinner, I enjoyed cheesy 100g Enchiladas.",30.0,10.0,15.0,273.0
"I had a crispy 100g serving of Falafel for lunch.",30.0,10.0,15.0,350.0
"My dinner was a classic 100g portion of Fish and Chips.",30.0,10.0,15.0,214.0
"For breakfast, I indulged in 100g of French Toast.",30.0,6.0,10.0,208.0
"I enjoyed a flavorful 100g serving of General Tso's Chicken for dinner.",20.0,20.0,15.0,295.0
"My breakfast included a crispy 100g Hash Brown Potato.",30.0,2.0,10.0,196.0
"For lunch, I had a spicy 100g portion of Jambalaya.",20.0,10.0,5.0,124.0
"My dinner was a savory 100g serving of Kung Pao Chicken.",20.0,15.0,10.0,129.0
"I enjoyed a hearty 100g slice of Lasagna for lunch.",30.0,10.0,10.0,171.0
"For dinner, I had a creamy 100g portion of Mac and Cheese.",40.0,10.0,20.0,502.0
"My lunch was a satisfying 100g slice of Meatloaf.",10.0,20.0,10.0,165.0
"I had a warming 100g bowl of Minestrone Soup for dinner.",10.0,3.0,1.0,45.0
"For lunch, I enjoyed a light 100g serving of Miso Soup.",5.0,3.0,1.0,136.0
"My dinner was a tangy 100g portion of Orange Chicken.",20.0,15.0,10.0,262.0
"I had a flavorful 100g serving of Pad Thai for lunch.",40.0,10.0,10.0,100.0
"For dinner, I enjoyed a hearty 100g portion of Pasta Bolognese.",30.0,10.0,10.0,146.0
"My lunch was a classic 100g serving of Pasta with Tomato Sauce.",40.0,10.0,10.0,341.0
"I had a creamy 100g portion of Potato Salad as a side dish.",20.0,2.0,5.0,105.0
"For a warming snack, I enjoyed 100g of Pumpkin Cream.",20.0,1.0,5.0,559.0
"My dinner included a protein-rich 100g serving of Rajma.",20.0,9.0,1.0,143.0
"I had a traditional 100g Roast Dinner for lunch.",20.0,10.0,10.0,125.0
"For an appetizer, I enjoyed a 100g Shrimp Cocktail.",5.0,20.0,1.0,122.0
"My dinner was a comforting 100g portion of Spaghetti with Meat Sauce.",30.0,10.0,10.0,120.0
"I had a satisfying 100g Taco for lunch.",20.0,10.0,10.0,206.0
"For dinner, I enjoyed a healthy 100g serving of Vegetable Lasagna.",20.0,8.0,5.0,119.0
